Title,CiteScore
Geopolitics of Energy,0.05
Guti Dianzixue Yanjiu Yu Jinzhan/Research and Progress of Solid State Electronics,0.05
Fa yi xue za zhi,0.05
Stahl und Eisen,0.05
Hedianzixue Yu Tance Jishu/Nuclear Electronics and Detection Technology,0.05
Revista Cubana de Enfermeria,0.05
"Revista de enfermeria (Barcelona, Spain)",0.05
Soins. Psychiatrie,0.05
BioSpektrum,0.05
Journal of the Social Sciences,0.05
Psychotherapies,0.05
Journal of Corrosion Science and Engineering,0.05
Libri Oncologici,0.05
Planning Advisory Service Memo,0.05
Studi Storici,0.05
Confinia Cephalalgica,0.05
Hrvatske Vode,0.05
Review of High Pressure Science and Technology/Koatsuryoku No Kagaku To Gijutsu,0.05
Kaku igaku. The Japanese journal of nuclear medicine,0.05
Ricerca e Pratica,0.05
ANAE - Approche Neuropsychologique des Apprentissages chez l'Enfant,0.05
Medecine Therapeutique,0.05
Medica Jadertina,0.05
Indian Veterinary Journal,0.05
Clinica e Investigacion en Ginecologia y Obstetricia,0.05
Revista del Instituto Nacional de Enfermedades Respiratorias,0.05
Managed Care,0.05
Revista Brasileira de Neurologia e Psiquiatria,0.05
Japanese Journal of Nephrology,0.05
Industrie Alimentari,0.05
Alergia Astma Immunologia,0.05
"Zeitschrift fur Herz-, Thorax- und Gefasschirurgie",0.05
Pharmazeutische Industrie,0.05
Pakistan Development Review,0.05
Pennsylvania History,0.05
American Laboratory,0.05
Pennsylvania Magazine of History and Biography,0.05
Cesko-Slovenska Dermatologie,0.05
British Wildlife,0.05
Soins. Gerontologie,0.05
Nuclear Engineering International,0.05
AusIMM Bulletin,0.05
Chinese Journal of Neurology,0.05
Australian Journal of Clinical and Experimental Hypnosis,0.05
Acta Medica Philippina,0.05
The American nurse,0.05
Archives of Hellenic Medicine,0.05
ANQ - Quarterly Journal of Short Articles Notes and Reviews,0.05
Gulhane Medical Journal,0.05
La Mer,0.05
Anesteziologie a Intenzivni Medicina,0.05
Texas Medicine,0.05
Revue du Rhumatisme (Edition Francaise),0.05
Electronic Green Journal,0.05
Nachrichten aus der Chemie,0.05
Medicina Cutanea Ibero-Latino-Americana,0.05
European Space Agency Bulletin,0.05
International Paperworld IPW,0.05
Real Estate Taxation,0.05
Modern Healthcare,0.05
Fudan University Journal of Medical Sciences,0.05
Resource: Engineering and Technology for Sustainable World,0.05
A Journal of emergency medical services : JEMS,0.05
Journal of the Textile Association,0.05
Textile World,0.05
Journal Europeen des Systemes Automatises,0.05
Engineered Casting Solutions,0.05
Dokkyo Journal of Medical Sciences,0.05
Gas Waerme International,0.05
Sen'i Gakkaishi,0.05
Rubber World,0.05
JEC Composites Magazine,0.05
Euroheat and Power (English Edition),0.05
Strategic Direction,0.05
Turkiye Klinikleri Journal of Medical Sciences,0.05
ITNOW,0.05
Rigakuryoho Kagaku,0.05
Quaderni ACP,0.05
Chinese Journal of Rehabilitation Medicine,0.05
Academic Journal of Second Military Medical University,0.05
Ethical Perspectives,0.05
Nobel Medicus,0.05
Revista Medica de Rosario,0.05
Nursing Made Incredibly Easy,0.05
Frontiers of Law in China,0.05
Gastroenterologe,0.05
Revista Chilena de Radiologia,0.05
Milli Egitim,0.05
Pharma Times,0.05
Revue du Nord,0.05
Zeitschrift fur Geschichtswissenschaft,0.05
Deutsche Zeitschrift fur Philosophie,0.05
Moderna Sprak,0.05
Arete,0.05
The Journal of American Culture,0.05
Archives of American Art Journal,0.05
Iberoromania,0.05
Luso-Brazilian Review,0.05
Chinese Journal of Cancer Prevention and Treatment,0.05
Revista de Llengua i Dret,0.05
Retraite et Societe,0.05
Side Effects of Drugs Annual,0.05
Revista de Filologia Romanica,0.05
Journal of Mediterranean Studies,0.05
Beitrage zur Geschichte der Sprachwissenschaft,0.05
A Contrario,0.05
Goya,0.05
Konsthistorisk Tidskrift,0.05
PAJ - Journal of Performance and Art,0.05
Journal of Veterinary Clinics,0.05
Zbornik Pravnog Fakulteta u Zagrebu,0.05
Genetic Engineering and Biotechnology News,0.05
Kartografija i Geoinformacije,0.05
Territoire en Mouvement,0.05
Literature and Theology,0.05
Quaerendo,0.05
Acta Poloniae Historica,0.05
Maghreb - Machrek,0.05
Practice Nurse,0.05
Studies in Theatre and Performance,0.05
Year's Work in Critical and Cultural Theory,0.05
IRBM News,0.05
Revista Venezolana de Oncologia,0.05
Boletin de Linguistica,0.05
MAIA-Rivista di Letterature Classiche,0.05
Revue des Sciences Philosophiques et Theologiques,0.05
Western Humanities Review,0.05
Esprit Createur,0.05
Studies on Voltaire and the Eighteenth Century,0.05
James Joyce Quarterly,0.05
Revue Benedictine,0.05
Logos (United States),0.05
Studia Monastica,0.05
Artibus Asiae,0.05
Sacris Erudiri,0.05
Revista de Estudios Hispanicos,0.05
Journal of Chinese Philosophy,0.05
Southern Cultures,0.05
Studies in Canadian Literature - Etudes en Litterature Canadienne,0.05
Romanische Forschungen,0.05
Bulletin Monumental,0.05
Ephemerides Theologicae Lovanienses,0.05
University of Toronto Quarterly,0.05
Archives de Philosophie,0.05
Southwestern Historical Quarterly,0.05
Revue de la Histoire des Religions,0.05
Revue Archeologique,0.05
Critica-Revista Hispanoamericana de Filosofia,0.05
Filosoficky Casopis,0.05
Images,0.05
International Journal of Platonic Tradition,0.05
Rivista di Filosofia Neo-Scolastica,0.05
Kasmera,0.05
Drug Delivery Technology,0.05
Tribunes de la Sante,0.05
Sigurnost,0.05
Journal of International Agricultural and Extension Education,0.05
Handbook of Systemic Autoimmune Diseases,0.05
VOEB-Mitteilungen,0.05
Actuel Marx,0.05
Asian Journal of Management Cases,0.05
KulturPoetik,0.05
International Review of the Aesthetics and Sociology of Music,0.05
Quaderni Urbinati di Cultura Classica,0.05
Perichoresis,0.05
Arhiv za Farmaciju,0.05
Cardiocore,0.05
Giornale Storico della Letteratura Italiana,0.05
Vitae,0.05
Bitacora Urbano Territorial,0.05
The Moving Image,0.05
Tumor,0.05
Indian Journal of Forensic Medicine and Toxicology,0.05
Ginekologia i Poloznictwo,0.05
New Armenian Medical Journal,0.05
Revista Mexicana de Enfermeria Cardiologica,0.05
Pratique Neurologique - FMC,0.05
Collegiate Aviation Review,0.05
Calidoscopio,0.05
"International Journal of Simulation: Systems, Science and Technology",0.05
International Journal of Agricultural and Statistical Sciences,0.05
Arquiteturarevista,0.05
Studia Theologica - Nordic Journal of Theology,0.05
Ausa,0.05
Phillippine Journal of Internal Medicine,0.05
Verhaltenstherapie und Verhaltensmedizin,0.05
Studies in Interreligious Dialogue,0.05
Atalante,0.05
Biologie in Unserer Zeit,0.05
Obnovljeni Zivot,0.05
International Journal of Pharmaceutical Quality Assurance,0.05
Journal of the Institute of Electrical Engineers of Japan,0.05
Critica del Testo,0.05
Argumenta Oeconomica,0.05
Anales del Seminario de Historia de la Filosofia,0.05
Humanities Diliman,0.05
Prometheus (Italy),0.05
Journal of Japan Institute of Electronics Packaging,0.05
Osterreichische Zeitschrift fur Geschichtswissenschaften,0.05
Quinto Sol,0.05
Cauriensia,0.05
American and British Studies Annual,0.05
Pallas,0.05
Forum Stadt,0.05
Revue Thomiste,0.05
Leibniz Review,0.05
Lidil,0.05
RIG Kulturhistorisk Tidskrift,0.05
Pediatric Hematology/Oncology and Immunopathology,0.05
Nosileftiki,0.05
Arti Musices,0.05
Confluenze,0.05
International Journal of Interdisciplinary Cultural Studies,0.05
Masonry International,0.05
Journal of the Earth and Space Physics,0.05
Sri Lanka Journalof Child Health,0.05
Mediterranea: Ricerche Storiche,0.05
Ancient Society,0.05
Canadian Journal of Native Studies,0.05
Gaceta Mexicana de Oncologia,0.05
Religiski-Filozofiski Raksti,0.05
Revue des Mondes Musulmans et de la Mediterranee,0.05
Hyperboreus,0.05
Australian nursing & midwifery journal,0.05
Sud-Ouest Europeen,0.05
Historia 396,0.05
Radovi Zavoda za Hrvatsku Povijest,0.05
Rivista di Estetica,0.05
Productivity Management,0.05
Cahiers d'Etudes Levinassiennes,0.05
European Studies in Sports History,0.05
Studi Slavistici,0.05
Reflexe,0.05
RomanoArabica,0.05
Espiritu,0.05
Getty Research Journal,0.05
Ramon Llull Journal of Applied Ethics,0.05
Taiwanese Political Science Review,0.05
Communio,0.05
Methexis,0.05
Bakhtiniana,0.05
"Miscelanea de Estudios Arabes y Hebraicos, Seccion Hebreo",0.05
Architecture and Culture,0.05
"Business, Peace and Sustainable Development",0.05
Theory and Applications of Transport in Porous Media,0.05
CHINOPERL: Journal of Chinese Oral and Performing Literature,0.05
Tropicultura,0.05
Forestry Ideas,0.05
Dislessia,0.05
Nueva Revista de Filologia Hispanica,0.05
Bulletin of Educational Psychology,0.05
London Business School Review,0.05
Proceedings of Science,0.05
Adhaesion Kleben und Dichten,0.04
Kinderanalyse,0.04
Renewable Resources Journal,0.04
Historia Mexicana,0.04
Lymphologie in Forschung und Praxis,0.04
Current Research in Social Psychology,0.04
Fuel Cells Bulletin,0.04
Journal of Internal Medicine of Taiwan,0.04
The Alabama nurse,0.04
Benefits quarterly,0.04
Beritchte zur Deutschen Landeskunde,0.04
Bahrain Medical Bulletin,0.04
Gastroenterological Endoscopy,0.04
Revista de la Asociacion Espanola de Especialistas en Medicina del Trabajo,0.04
Histoire des Sciences Medicales,0.04
Japanese Journal of Clinical Pharmacology and Therapeutics,0.04
Chinese Journal of Gastroenterology,0.04
Seikagaku. The Journal of Japanese Biochemical Society,0.04
Medico e Bambino,0.04
Journal International Medical Sciences Academy,0.04
Notes and Queries,0.04
Lekarsky Obzor,0.04
Journal of the Medical Association of Georgia,0.04
Medical economics,0.04
Revista Brasileira de Medicina,0.04
Journal of Protective Coatings and Linings,0.04
Japanese Journal of Neurosurgery,0.04
Virologie,0.04
Kriminalistik,0.04
Anestezi Dergisi,0.04
Consumer reports,0.04
Deutsche Lebensmittel-Rundschau,0.04
Vertiflite,0.04
Indian Journal of Environmental Protection,0.04
Terra,0.04
"Bulletin of the Kanagawa Prefectural Museum, Natural Science",0.04
Lizi Jiaohuan Yu Xifu/Ion Exchange and Adsorption,0.04
Oral Therapeutics and Pharmacology,0.04
University of Toronto Medical Journal,0.04
"Review of Clinical Pharmacology and Pharmacokinetics, International Edition",0.04
Ernahrungs Umschau,0.04
"Medizin, Gesellschaft, und Geschichte. Beiheft : Jahrbuch des Instituts fur Geschichte der Medizin der Robert Bosch Stiftung",0.04
Medizinische Monatsschrift fur Pharmazeuten,0.04
Actualites Pharmaceutiques,0.04
Ugeskrift for Laeger,0.04
Health management technology,0.04
Welding and Cutting,0.04
Hospital case management : the monthly update on hospital-based care planning and critical paths,0.04
Working Paper - Chr. Michelson Institute,0.04
BioCycle,0.04
SMT Surface Mount Technology Magazine,0.04
Solid State Technology,0.04
Cutter IT Journal,0.04
BWK - Energie-Fachmagazin,0.04
OR manager,0.04
Asian Biotechnology and Development Review,0.04
Veterinary heritage : bulletin of the American Veterinary History Society,0.04
Voenno-meditsinskii zhurnal,0.04
World Chinese Journal of Digestology,0.04
Historia scientiarum : international journal of the History of Science Society of Japan,0.04
Japanese Journal of Leprosy,0.04
EE: Evaluation Engineering,0.04
Carreteras,0.04
Japanese Journal of Neuropsychopharmacology,0.04
Physicist,0.04
Chemical Fibers International,0.04
Archivos de Neurociencias,0.04
Japanese Railway Engineering,0.04
Huisarts en Wetenschap,0.04
DLR Deutsches Zentrum fur Luft- und Raumfahrt e.V. - Forschungsberichte,0.04
Oncologie,0.04
Environmental Law and Management,0.04
Fangzhi Gaoxiao Jichukexue Xuebao,0.04
Kitakanto Medical Journal,0.04
DGMK Tagungsbericht,0.04
Shiyou Huagong Shebei/ Petro-Chemical Equipment,0.04
Mondo Digitale,0.04
Tamkang Review,0.04
Italian Journal of Vascular and Endovascular Surgery,0.04
Journal of the National Institute of Information and Communications Technology,0.04
Pneumologe,0.04
Journal of Gang Research,0.04
Kunststoffe International,0.04
Salud (i) Ciencia,0.04
Advances in Educational Administration,0.04
Chinese Journal of Clinical Nutrition,0.04
Medical Journal of Wuhan University,0.04
Archives de Sciences Sociales des Religions,0.04
Muttersprache,0.04
Etudes de Linguistique Appliquee,0.04
Studia Romanica Posnaniensia,0.04
Transactions of the Ancient Monuments Society,0.04
Chinese Journal of Tissue Engineering Research,0.04
Revue des Langues Romanes,0.04
Les Sciences de l'education pour l'ere nouvelle,0.04
Filozofski Vestnik,0.04
Acta Juridica Hungarica,0.04
Slavica Slovaca,0.04
Dutch Crossing,0.04
Synthesis Philosophica,0.04
English,0.04
Coal International,0.04
Zeitschrift fur Religions- und Geistesgeschichte,0.04
Advances in Consumer Research,0.04
Kriterion,0.04
Journal fur Gynakologische Endokrinologie,0.04
Journal of Economic Theory and Econometrics,0.04
Indian Journal of Thoracic and Cardiovascular Surgery,0.04
Zeitschrift für Kunstgeschichte,0.04
Hungarian Studies,0.04
Theatre Survey,0.04
Proceedings of the International Astronomical Union,0.04
Expository Times,0.04
Meanjin,0.04
Samuel Beckett Today - Aujourd hui,0.04
Wordsworth Circle,0.04
Fabula,0.04
Studi Piemontesi,0.04
Jahrbucher fur Geschichte Osteuropas,0.04
Cahiers Victoriens and Edouardiens,0.04
Renaissance Drama,0.04
Studies in the Literary Imagination,0.04
Epigraphica,0.04
Studia Celtica,0.04
Poetique,0.04
Wallace Stevens Journal,0.04
Strumenti Critici,0.04
Massachusetts Review,0.04
Weimarer Beitrage,0.04
Paris Review,0.04
Guerres Mondiales et Conflicts Contemporains,0.04
Problemos,0.04
Hortus Artium Mediaevalium,0.04
Estudos Ibero-Americanos,0.04
Theater,0.04
Confluencia,0.04
Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients,0.04
Moyen Age,0.04
Revue de Metaphysique et de Morale,0.04
Revista Iberoamericana,0.04
Revue de Chirurgie Orthopedique et Traumatologique,0.04
Idealistic Studies,0.04
Israel Economic Review,0.04
Arte Medievale,0.04
Negentiende Eeuw,0.04
Anales de Literatura Hispanoamericana,0.04
Revue Internationale de Droit Economique,0.04
Kritika Kultura,0.04
Logos (Spain),0.04
Journal of Health Research,0.04
Revista mexicana de urologia,0.04
PIDE Working Papers,0.04
Annali di Storia dell'Esegesi,0.04
Aut Aut,0.04
Journal fur Asthetische Chirurgie,0.04
Rossiiskaia Istoria,0.04
Canadian Theatre Review,0.04
Ars Orientalis,0.04
Militargeschichtliche Zeitschrift,0.04
Pharmakeftiki,0.04
Pakistan Paediatric Journal,0.04
South African Gastroenterology Review,0.04
European Journal of Oncology Pharmacy,0.04
Journal of Practical Oncology,0.04
Turk Noroloji Dergisi,0.04
Medicinski Casopis,0.04
Pharmaceuticals Policy and Law,0.04
Vakcinologie,0.04
Scientific Journal of King Faisal University,0.04
English Academy Review,0.04
Sociedade e Cultura,0.04
Revista Odonto Ciencia,0.04
"Journal of King Abdulaziz University, Marine Science",0.04
Cadernos de Linguagem e Sociedade - Papers on Language and Society,0.04
Journal of SAFOG,0.04
Zeitschrift fur Zahnarztliche Implantologie,0.04
Taller de Letras,0.04
Bruniana e Campanelliana,0.04
Journal of South India Medicolegal Association,0.04
Australian Journal of Acupuncture and Chinese Medicine,0.04
Oralprophylaxe und Kinderzahnheilkunde,0.04
Anuario Iberoamericano de Justicia Constitucional,0.04
Nordic Theatre Studies,0.04
Religio,0.04
Anales de Literatura Chilena,0.04
Chirurgia (Turin),0.04
Estudios Romanicos,0.04
Tempo (Brazil),0.04
Review of Middle East Studies,0.04
EMS world,0.04
Pediatrie pro Praxi,0.04
Collectanea Theologica,0.04
Brukenthal. Acta Musei,0.04
Byzantin Symmeikta,0.04
Historia del Presente,0.04
Giornale di Storia Costituzionale,0.04
Springer Monographs in Mathematics,0.04
BiD,0.04
Ars Longa,0.04
BANTAO Journal,0.04
Cesky Casopis Historicky,0.04
Novyj Istoriceskij Vestnik,0.04
Rechtsgeschichte,0.04
ACDI Anuario Colombiano de Derecho Internacional,0.04
Archivos de Alergia e Inmunologia Clinica,0.04
Teologinen Aikakauskirja,0.04
